source,id,datetime,aC_ch4_emis[kgCha-1],aC_co2_emis_auto[kgCha-1],aC_co2_emis_hetero[kgCha-1],aC_doc_leach[kgCha-1],aC_litter_above[kgCha-1],aC_litter_below[kgCha-1],aC_fertilize[kgCha-1],aC_fixation[kgCha-1],aN_no_emis[kgNha-1],aN_n2o_emis[kgNha-1],aN_n2_emis[kgNha-1],aN_nh3_emis[kgNha-1],aN_no3_leach[kgNha-1],aN_nh4_leach[kgNha-1],aN_don_leach[kgNha-1],aN_uptake[kgNha-1],aN_litter_above[kgNha-1],aN_litter_below[kgNha-1],aN_fertilize[kgNha-1],aN_fixation[kgNha-1],aN_dep_no3[kgNha-1],aN_dep_nh4[kgNha-1],aN_mineral_floor[kgNha-1],aN_mineral_min[kgNha-1],aN_nitrify_floor[kgNha-1],aN_nitrify_min[kgNha-1],aN_chemo_floor[kgNha-1],aN_chemo_min[kgNha-1],C_stubble[kgCha-1],C_wood_above[kgCha-1],C_wood_below[kgCha-1],C_soil_total[kgCha-1],C_soil_floor[kgCha-1],C_soil_min[kgCha-1],C_soil_min_30cm[kgCha-1],C_soil_min_20cm[kgCha-1],C_mic_total[kgCha-1],C_sol_total[kgCha-1],N_stubble[kgNha-1],N_wood_above[kgNha-1],N_wood_below[kgNha-1],N_soil_total[kgNha-1],N_soil_floor[kgNha-1],N_soil_min[kgNha-1],N_soil_min_30cm[kgNha-1],N_soil_min_20cm[kgNha-1],N_mic_total[kgNha-1],N_sol_total[kgNha-1],aC_change[kgCha-1],aN_change[kgNha-1]
setup,0,1850-12-31 23:00:00,-0.211807,192.434,526.188,199.487,443.803,622.39,0,0.592365,0.22616,0.0573307,0.0401597,2.377e-05,6.43234,0.362703,21.9229,23.5602,3.19535,3.5783,7.5,0.0296183,3.65681,3.65681,-0,44.4555,-0,27.4035,-0,0.176979,413.799,0,0,27596.4,0,27596.4,27596.4,27596.4,3.68686,0.805953,2.97932,0,0,1855.87,0,1855.87,1855.87,1855.87,0.118908,0.150638,-98.7316,-35.0978
setup,0,1851-12-31 23:00:00,-0.176323,102.677,890.431,109.81,272.666,357.251,0,0.712561,0.198461,0.0532529,0.0171673,3.52946e-05,1.81267,0.273337,9.25368,13.8786,2.02489,2.07559,7.5,0.0356281,3.65681,3.65681,-0,24.9069,-0,15.7773,-0,0.167172,254.232,0,0,27378,0,27378,27378,27378,4.2566,0.816008,1.88799,0,0,1850.35,0,1850.35,1850.35,1850.35,0.133584,0.139979,-218.406,-5.52374
setup,0,1852-12-31 23:00:00,-0.179711,104.395,709.885,117.822,279.127,370.714,0,0.712561,0.18635,0.0339105,0.0133323,4.08337e-05,2.16533,0.330037,10.0237,12.9263,1.9657,2.02866,7.5,0.0356281,3.65681,3.65681,-0,23.1147,-0,15.3927,-0,0.161836,260.256,0,0,27197.5,0,27197.5,27197.5,27197.5,3.96844,0.759834,1.8328,0,0,1843.58,0,1843.58,1843.58,1843.58,0.121062,0.122972,-180.543,-6.77043
setup,0,1853-12-31 23:00:00,-0.17695,97.6109,682.247,107.342,266.412,351.62,0,1.32077,0.178552,0.029373,0.0122288,4.12668e-05,2.06834,0.301086,9.10764,11.7813,1.84694,1.88773,7.5,0.0660387,3.65681,3.65681,-0,20.7058,-0,14.0197,-0,0.15684,248.401,0,0,27040.3,0,27040.3,27040.3,27040.3,3.80184,0.755647,1.72207,0,0,1838.82,0,1838.82,1838.82,1838.82,0.110863,0.112135,-157.177,-4.75753
setup,0,1854-12-31 23:00:00,-0.175793,95.2701,650.568,103.213,262.142,345.751,0,1.32077,0.171453,0.0258772,0.0110949,5.14062e-05,2.00008,0.290907,8.73143,11.2749,1.79746,1.83184,7.5,0.0660387,3.65681,3.65681,-0,19.3318,-0,13.1452,-0,0.151744,244.419,0,0,26900.8,0,26900.8,26900.8,26900.8,3.63498,0.756033,1.67594,0,0,1834.87,0,1834.87,1834.87,1834.87,0.105157,0.108941,-139.532,-3.95255
setup,0,1855-12-31 23:00:00,-0.175042,94.2282,630.147,99.2098,260.356,343.461,0,1.32077,0.166965,0.024407,0.0106197,5.1306e-05,1.96974,0.282816,8.37571,10.9792,1.76981,1.80214,7.5,0.0660387,3.65681,3.65681,-0,18.5893,-0,12.7122,-0,0.148072,242.754,0,0,26778.8,0,26778.8,26778.8,26778.8,3.53564,0.756454,1.65016,0,0,1831.53,0,1831.53,1831.53,1831.53,0.101051,0.105871,-121.949,-3.33812
setup,0,1856-12-31 23:00:00,-0.174415,93.0583,617.757,97.4008,258.572,339.138,0,0.720774,0.161403,0.0220985,0.00965438,5.06357e-05,1.94242,0.284576,8.20836,10.8167,1.74833,1.77271,7.5,0.0360387,3.65681,3.65681,-0,17.9888,-0,12.2273,-0,0.143744,241.09,0,0,26664.3,0,26664.3,26664.3,26664.3,3.37357,0.7366,1.63013,0,0,1828.47,0,1828.47,1828.47,1828.47,0.0944757,0.0995184,-114.526,-3.05607
setup,0,1857-12-31 23:00:00,-0.17452,93.6031,606.586,94.9994,260.02,341.273,0,0.72895,0.158765,0.0220382,0.00957884,4.05592e-05,1.93465,0.278872,7.99997,10.835,1.75336,1.77898,7.5,0.0364475,3.65681,3.65681,-0,17.9099,-0,12.1899,-0,0.141237,242.44,0,0,26563.6,0,26563.6,26563.6,26563.6,3.34141,0.73626,1.63482,0,0,1825.6,0,1825.6,1825.6,1825.6,0.0940683,0.100911,-100.7,-2.87107
setup,0,1858-12-31 23:00:00,-0.175256,94.6237,603.188,94.1787,262.191,344.641,0,1.32895,0.159783,0.0225764,0.00971033,4.05312e-05,1.94671,0.274265,7.93373,10.9484,1.76739,1.79609,7.5,0.0664475,3.65681,3.65681,-0,18.1048,-0,12.3384,-0,0.141962,244.465,0,0,26472.3,0,26472.3,26472.3,26472.3,3.38361,0.739605,1.64791,0,0,1822.72,0,1822.72,1822.72,1822.72,0.0972216,0.109808,-91.3374,-2.88258
setup,0,1859-12-31 23:00:00,-0.176809,97.1335,602.038,94.4471,267.719,352.897,0,1.32895,0.163428,0.0233131,0.00987021,5.09139e-05,2.01838,0.273306,7.97499,11.2018,1.80011,1.83607,7.5,0.0664475,3.65681,3.65681,-0,18.5451,-0,12.6576,-0,0.145249,249.619,0,0,26392.3,0,26392.3,26392.3,26392.3,3.37173,0.740435,1.6784,0,0,1819.53,0,1819.53,1819.53,1819.53,0.096726,0.110788,-79.9413,-3.19302
setup,0,1860-12-31 23:00:00,-0.176175,96.7756,605.457,95.1254,267.208,351.139,0,1.32895,0.162278,0.0224222,0.00936184,4.98807e-05,2.02029,0.275625,8.03024,11.2037,1.79762,1.82817,7.5,0.0664475,3.69739,3.69739,-0,18.3776,-0,12.4088,-0,0.145134,249.143,0,0,26311.8,0,26311.8,26311.8,26311.8,3.29058,0.814864,1.67608,0,0,1816.3,0,1816.3,1816.3,1816.3,0.0926469,0.106217,-80.4937,-3.23043
setup,0,1861-12-31 23:00:00,-0.176625,97.3662,601.214,94.4517,268.515,353.038,0,1.33709,0.161378,0.0227226,0.00940682,4.94448e-05,2.00902,0.272627,7.96932,11.2551,1.80479,1.83698,7.5,0.0668545,3.65567,3.65567,-0,18.3926,-0,12.4103,-0,0.143787,250.362,0,0,26237.9,0,26237.9,26237.9,26237.9,3.28047,0.815375,1.68277,0,0,1813.1,0,1813.1,1813.1,1813.1,0.0924666,0.106719,-73.9171,-3.19799
setup,0,1862-12-31 23:00:00,-0.176463,97.1843,599.395,94.4081,268.405,352.454,0,1.33709,0.16192,0.022935,0.00947241,4.99547e-05,2.00626,0.271384,7.96631,11.2484,1.80429,1.83432,7.5,0.0668545,3.65567,3.65567,-0,18.4153,-0,12.4357,-0,0.144215,250.259,0,0,26166.5,0,26166.5,26166.5,26166.5,3.27033,0.81273,1.6823,0,0,1809.92,0,1809.92,1809.92,1809.92,0.0922652,0.106803,-71.3809,-3.18081
setup,0,1863-12-31 23:00:00,-0.17671,97.3231,597.183,94.2661,268.481,352.817,0,1.33709,0.161876,0.0229754,0.00947002,4.99449e-05,2.00787,0.270403,7.95437,11.2484,1.80413,1.83595,7.5,0.0668545,3.65567,3.65567,-0,18.4078,-0,12.4407,-0,0.144151,250.33,0,0,26097.8,0,26097.8,26097.8,26097.8,3.2567,0.816821,1.68216,0,0,1806.75,0,1806.75,1806.75,1806.75,0.0919205,0.10687,-68.7217,-3.16811
setup,0,1864-12-31 23:00:00,-0.175805,96.8069,596.618,94.8746,267.893,351.246,0,1.33709,0.159609,0.0214947,0.00868602,4.92144e-05,2.00784,0.271547,8.00188,11.2129,1.80208,1.82757,7.5,0.0668545,3.69972,3.69972,-0,18.1336,-0,12.1347,-0,0.14317,249.781,0,0,26027.5,0,26027.5,26027.5,26027.5,3.20407,0.834185,1.68024,0,0,1803.57,0,1803.57,1803.57,1803.57,0.0892334,0.100916,-70.279,-3.18291
setup,0,1865-12-31 23:00:00,-0.176039,97.1893,592.936,93.6106,268.92,352.63,0,1.34519,0.158781,0.0216847,0.00868746,4.94786e-05,1.99859,0.26621,7.89217,11.2436,1.80697,1.8329,7.5,0.0672595,3.65681,3.65681,-0,18.1381,-0,12.1428,-0,0.142031,250.739,0,0,25963.1,0,25963.1,25963.1,25963.1,3.19025,0.83399,1.68481,0,0,1800.48,0,1800.48,1800.48,1800.48,0.0888194,0.101134,-64.4551,-3.08477
setup,0,1866-12-31 23:00:00,-0.176052,97.2595,591.94,93.3693,269.102,352.931,0,1.34519,0.158946,0.0217891,0.00871369,4.92486e-05,1.9995,0.264239,7.87174,11.2393,1.80703,1.83322,7.5,0.0672595,3.65681,3.65681,-0,18.1337,-0,12.149,-0,0.142124,250.909,0,0,25901.1,0,25901.1,25901.1,25901.1,3.17539,0.833156,1.68486,0,0,1797.43,0,1797.43,1797.43,1797.43,0.0882845,0.100703,-61.9689,-3.05444
setup,0,1867-12-31 23:00:00,-0.176006,97.2191,590.605,93.1737,269.056,352.89,0,1.34519,0.158632,0.0217825,0.00870777,4.92679e-05,1.99314,0.262596,7.85371,11.2194,1.80536,1.83148,7.5,0.0672595,3.65681,3.65681,-0,18.0898,-0,12.1281,-0,0.141808,250.866,0,0,25840.8,0,25840.8,25840.8,25840.8,3.1648,0.830627,1.6833,0,0,1794.42,0,1794.42,1794.42,1794.42,0.0878282,0.100319,-60.2813,-3.00972
setup,0,1868-12-31 23:00:00,-0.177257,99.8343,590.658,93.807,268.841,360.743,0,1.34519,0.158388,0.0204527,0.00905688,5.08943e-05,2.06293,0.261272,7.90964,11.334,1.81038,1.88038,7.5,0.0672595,3.65681,3.65681,-0,18.2801,-0,12.3417,-0,0.141552,250.665,0,0,25787.7,0,25787.7,25787.7,25787.7,3.10833,0.744284,1.68799,0,0,1791.22,0,1791.22,1791.22,1791.22,0.0818948,0.0893327,-53.1623,-3.20012
setup,0,1869-12-31 23:00:00,-0.17676,99.2569,593.607,92.8454,267.9,359.101,0,1.35325,0.157209,0.0205619,0.00911479,5.0954e-05,2.01236,0.259807,7.82312,11.2428,1.80135,1.86891,7.5,0.0676624,3.65681,3.65681,-0,18.1255,-0,12.2563,-0,0.140276,249.788,0,0,25730.7,0,25730.7,25730.7,25730.7,3.09395,0.745331,1.67956,0,0,1788.24,0,1788.24,1788.24,1788.24,0.081384,0.0885588,-56.9645,-2.97565
setup,0,1870-12-31 23:00:00,-0.176525,98.9577,591.685,92.5271,267.319,358.309,0,1.35325,0.155871,0.0202864,0.00903179,5.04843e-05,2.00432,0.259723,7.79298,11.1849,1.79502,1.8619,7.5,0.0676624,3.65681,3.65681,-0,18.0005,-0,12.1826,-0,0.139076,249.246,0,0,25674.3,0,25674.3,25674.3,25674.3,3.0775,0.74639,1.67366,0,0,1785.35,0,1785.35,1785.35,1785.35,0.0808495,0.0881675,-56.4329,-2.89321
setup,0,1871-12-31 23:00:00,-0.176624,98.7249,589.76,92.2104,266.762,357.605,0,1.35325,0.155011,0.0201008,0.00897693,5.03651e-05,2.00379,0.258632,7.76422,11.1368,1.79048,1.85692,7.5,0.0676624,3.65681,3.65681,-0,17.9072,-0,12.1343,-0,0.138306,248.726,0,0,25618.8,0,25618.8,25618.8,25618.8,3.06608,0.746854,1.66943,0,0,1782.52,0,1782.52,1782.52,1782.52,0.0804303,0.0877309,-55.4869,-2.82495
setup,0,1872-12-31 23:00:00,-0.176549,99.0275,590.007,92.9162,266.205,359.469,0,1.35325,0.153405,0.0184327,0.00835786,5.1264e-05,2.03235,0.261294,7.82094,11.0811,1.79031,1.86479,7.5,0.0676624,3.65517,3.65517,-0,17.8692,-0,12.1057,-0,0.137296,248.207,0,0,25563.6,0,25563.6,25563.6,25563.6,2.97261,0.673112,1.66927,0,0,1779.67,0,1779.67,1779.67,1779.67,0.0768972,0.0814159,-55.1523,-2.8532
setup,0,1873-12-31 23:00:00,-0.176077,98.3225,587.891,91.6071,265.025,357.132,0,1.36127,0.151768,0.0185185,0.00838329,5.1088e-05,2.00099,0.258071,7.70507,11.0237,1.78327,1.85368,7.5,0.0680633,3.65519,3.65519,-0,17.7651,-0,12.0392,-0,0.13579,247.107,0,0,25509,0,25509,25509,25509,2.96551,0.673787,1.66271,0,0,1777.02,0,1777.02,1777.02,1777.02,0.0769106,0.0812755,-54.5883,-2.65492
setup,0,1874-12-31 23:00:00,-0.175996,98.2495,585.355,91.4115,264.916,356.99,0,1.36127,0.151386,0.0183989,0.00833212,5.11075e-05,2.00554,0.257175,7.6886,11.0024,1.78136,1.8515,7.5,0.0680633,3.65519,3.65519,-0,17.7073,-0,12.0037,-0,0.135485,247.006,0,0,25455.9,0,25455.9,25455.9,25455.9,2.95068,0.674367,1.66093,0,0,1774.39,0,1774.39,1774.39,1774.39,0.0766501,0.0812909,-53.1556,-2.62912
setup,0,1875-12-31 23:00:00,-0.175917,98.1729,583.87,91.1197,264.811,356.832,0,1.36127,0.151048,0.0183407,0.00831171,5.11378e-05,2.00728,0.256232,7.66368,10.9812,1.77958,1.84941,7.5,0.0680633,3.65519,3.65519,-0,17.6628,-0,11.9818,-0,0.135181,246.908,0,0,25404.2,0,25404.2,25404.2,25404.2,2.94253,0.674092,1.65927,0,0,1771.8,0,1771.8,1771.8,1771.8,0.0763205,0.0809774,-51.6866,-2.58751
setup,0,1876-12-31 23:00:00,-0.178379,83.595,615.983,96.7915,257.228,355.424,0,1.36127,0.199322,0.0187266,0.00811158,5.43207e-05,2.3887,0.265179,8.20602,8.54,1.94023,1.8889,7.5,0.0680633,3.67241,3.67241,-0,18.4748,-0,14.1292,-0,0.182803,227.229,0,0,25317.3,0,25317.3,25317.3,25317.3,3.2656,0.722313,1.71395,0,0,1770.74,0,1770.74,1770.74,1770.74,0.0900902,0.107433,-86.8501,-1.0542
setup,0,1877-12-31 23:00:00,-0.180571,86.2658,590.929,100.335,263.93,365.833,0,1.36924,0.205091,0.0168952,0.00714713,5.36148e-05,2.69357,0.274325,8.56297,8.8083,1.9927,1.94672,7.5,0.068462,3.65681,3.65681,-0,18.8264,-0,14.2786,-0,0.190053,233.15,0,0,25249.6,0,25249.6,25249.6,25249.6,3.21434,0.720622,1.76031,0,0,1768.92,0,1768.92,1768.92,1768.92,0.0933398,0.116715,-67.7159,-1.8285
setup,0,1878-12-31 23:00:00,-0.181257,86.9414,586.969,99.1141,265.551,368.063,0,1.36924,0.207611,0.0176475,0.00732777,5.36357e-05,2.76542,0.26884,8.46404,8.94025,2.01573,1.96949,7.5,0.068462,3.65681,3.65681,-0,19.0838,-0,14.4495,-0,0.192169,234.582,0,0,25196.5,0,25196.5,25196.5,25196.5,3.20746,0.723034,1.78065,0,0,1767.07,0,1767.07,1767.07,1767.07,0.0920886,0.115236,-53.1055,-1.84519
setup,0,1879-12-31 23:00:00,-0.181567,87.6082,587.299,99.3081,267.206,370.597,0,1.36924,0.208829,0.0179905,0.00740135,5.33147e-05,2.76675,0.269686,8.48184,9.01969,2.03062,1.985,7.5,0.068462,3.65681,3.65681,-0,19.2194,-0,14.5294,-0,0.193209,236.044,0,0,25147.4,0,25147.4,25147.4,25147.4,3.2023,0.722439,1.7938,0,0,1765.17,0,1765.17,1765.17,1765.17,0.0913354,0.113989,-49.0855,-1.90384
setup,0,1880-12-31 23:00:00,-0.181251,88.5063,587.478,99.7547,264.321,372.403,0,1.36924,0.208806,0.0170263,0.00711134,5.35487e-05,2.83698,0.270407,8.52345,8.97345,1.99458,1.98564,7.5,0.068462,3.68059,3.68059,-0,19.0172,-0,14.3115,-0,0.193723,233.495,0,0,25101.2,0,25101.2,25101.2,25101.2,3.16744,0.830442,1.76196,0,0,1763.21,0,1763.21,1763.21,1763.21,0.0896385,0.117685,-46.2795,-1.95307
setup,0,1881-12-31 23:00:00,-0.180683,88.3709,585.243,99.4715,264.222,372.021,0,1.37717,0.208172,0.0168967,0.00707867,5.29915e-05,2.8142,0.268716,8.49577,8.95412,1.99231,1.98168,7.5,0.0688584,3.65681,3.65681,-0,18.922,-0,14.2361,-0,0.193263,233.408,0,0,25054.4,0,25054.4,25054.4,25054.4,3.16052,0.83049,1.75996,0,0,1761.3,0,1761.3,1761.3,1761.3,0.0893611,0.117451,-46.703,-1.91703
setup,0,1882-12-31 23:00:00,-0.180699,88.2974,584.8,99.47,264.053,371.748,0,1.37717,0.209024,0.0168192,0.00705853,5.34952e-05,2.82375,0.268699,8.49788,8.93952,1.98979,1.97931,7.5,0.0688584,3.65681,3.65681,-0,18.908,-0,14.2287,-0,0.194175,233.259,0,0,25007.7,0,25007.7,25007.7,25007.7,3.14859,0.830802,1.75773,0,0,1759.38,0,1759.38,1759.38,1759.38,0.0891117,0.117613,-46.7146,-1.92046
setup,0,1883-12-31 23:00:00,-0.180787,88.2584,583.948,99.3357,263.959,371.62,0,1.37717,0.209652,0.0167432,0.00703958,5.29942e-05,2.83891,0.268358,8.48875,8.93508,1.98883,1.97826,7.5,0.0688584,3.65681,3.65681,-0,18.8961,-0,14.2174,-0,0.194861,233.175,0,0,24961.7,0,24961.7,24961.7,24961.7,3.13993,0.830969,1.75689,0,0,1757.45,0,1757.45,1757.45,1757.45,0.0889244,0.117718,-46.0394,-1.926
setup,0,1884-12-31 23:00:00,-0.180444,86.8784,582.714,99.3731,261.282,365.812,0,1.37717,0.209116,0.0151761,0.00655029,5.2443e-05,2.96465,0.265313,8.49631,8.8543,1.95917,1.93969,7.5,0.0688584,3.65818,3.65818,-0,18.5682,-0,13.9225,-0,0.195212,230.81,0,0,24910.9,0,24910.9,24910.9,24910.9,3.16183,0.884816,1.73069,0,0,1755.44,0,1755.44,1755.44,1755.44,0.0888493,0.121654,-50.8211,-2.01304
setup,0,1885-12-31 23:00:00,-0.180245,86.9649,577.714,98.599,261.531,366.173,0,1.38505,0.20838,0.0149039,0.00646069,5.24371e-05,2.98757,0.261496,8.43094,8.85544,1.96019,1.94092,7.5,0.0692525,3.65681,3.65681,-0,18.4948,-0,13.8678,-0,0.194648,231.031,0,0,24863.7,0,24863.7,24863.7,24863.7,3.15127,0.884759,1.73159,0,0,1753.44,0,1753.44,1753.44,1753.44,0.0885179,0.121509,-47.1508,-1.99298
setup,0,1886-12-31 23:00:00,-0.180196,86.9396,576.907,98.405,261.471,366.089,0,1.38505,0.208541,0.0148834,0.0064568,5.24132e-05,2.99054,0.260737,8.41456,8.84991,1.95923,1.93997,7.5,0.0692525,3.65681,3.65681,-0,18.4715,-0,13.8484,-0,0.194838,230.977,0,0,24817.6,0,24817.6,24817.6,24817.6,3.14448,0.88534,1.73074,0,0,1751.47,0,1751.47,1751.47,1751.47,0.0882856,0.121501,-46.1088,-1.97452
setup,0,1887-12-31 23:00:00,-0.180159,86.9155,576.063,98.2562,261.418,366.021,0,1.38505,0.208684,0.0148405,0.00644446,5.23852e-05,2.99467,0.260068,8.40216,8.84446,1.95834,1.93897,7.5,0.0692525,3.65681,3.65681,-0,18.4491,-0,13.8326,-0,0.195018,230.931,0,0,24772.4,0,24772.4,24772.4,24772.4,3.1384,0.885548,1.72995,0,0,1749.51,0,1749.51,1749.51,1749.51,0.0880847,0.12148,-45.2568,-1.96238
setup,0,1888-12-31 23:00:00,-0.178418,84.7346,575.088,98.0941,255.718,356.827,0,1.38505,0.207342,0.0136227,0.00598182,5.19727e-05,3.22911,0.261364,8.39341,8.67589,1.91326,1.8881,7.5,0.0692525,3.65638,3.65638,-0,17.7862,-0,13.2511,-0,0.194692,225.895,0,0,24718.8,0,24718.8,24718.8,24718.8,3.17974,0.898034,1.69013,0,0,1747.44,0,1747.44,1747.44,1747.44,0.0884466,0.123665,-53.5155,-2.07135
setup,0,1889-12-31 23:00:00,-0.178354,85.0793,567.059,96.9873,256.576,358.227,0,1.39289,0.20606,0.0132593,0.00585472,5.18721e-05,3.27715,0.256635,8.30054,8.69675,1.91776,1.89354,7.5,0.0696443,3.65639,3.65639,-0,17.6956,-0,13.1821,-0,0.193609,226.654,0,0,24670.6,0,24670.6,24670.6,24670.6,3.16395,0.898253,1.69411,0,0,1745.36,0,1745.36,1745.36,1745.36,0.0881383,0.123824,-48.228,-2.07695
setup,0,1890-12-31 23:00:00,-0.178292,85.0252,566.254,96.699,256.448,358.041,0,1.39289,0.206134,0.0132804,0.00585918,5.18136e-05,3.27702,0.255444,8.27532,8.68751,1.91605,1.89178,7.5,0.0696443,3.65639,3.65639,-0,17.6709,-0,13.1656,-0,0.193684,226.54,0,0,24623.9,0,24623.9,24623.9,24623.9,3.15405,0.89941,1.69259,0,0,1743.32,0,1743.32,1743.32,1743.32,0.0877352,0.123653,-46.7439,-2.04054
setup,0,1891-12-31 23:00:00,-0.178412,85.004,565.49,96.5557,256.417,358.011,0,1.39289,0.207459,0.0132589,0.00585077,5.17415e-05,3.29444,0.255348,8.26569,8.67466,1.91419,1.88999,7.5,0.0696443,3.65639,3.65639,-0,17.6603,-0,13.1664,-0,0.195055,226.513,0,0,24577.9,0,24577.9,24577.9,24577.9,3.1417,0.900111,1.69096,0,0,1741.28,0,1741.28,1741.28,1741.28,0.0873747,0.123689,-46.0039,-2.04038
setup,0,1892-12-31 23:00:00,-0.177449,83.6186,566.231,96.0707,252.621,352.117,0,1.39289,0.206549,0.0126547,0.00547437,5.02636e-05,3.62105,0.256327,8.23407,8.51189,1.86937,1.84467,7.5,0.0696443,3.66727,3.66727,-0,17.0443,-0,12.6619,-0,0.194912,223.16,0,0,24525.6,0,24525.6,24525.6,24525.6,3.14638,0.858533,1.65136,0,0,1739.06,0,1739.06,1739.06,1739.06,0.0867126,0.12203,-52.2916,-2.21892
setup,0,1893-12-31 23:00:00,-0.1773,83.9807,559.697,94.9454,253.574,353.603,0,1.40067,0.20499,0.0124362,0.00540008,5.03172e-05,3.63392,0.25316,8.13641,8.53323,1.87474,1.85078,7.5,0.0700335,3.65681,3.65681,-0,16.9847,-0,12.6193,-0,0.193435,224.002,0,0,24478.9,0,24478.9,24478.9,24478.9,3.13732,0.859406,1.6561,0,0,1736.87,0,1736.87,1736.87,1736.87,0.0864041,0.121769,-46.6268,-2.18566
setup,0,1894-12-31 23:00:00,-0.177221,83.9086,559.637,94.8351,253.393,353.365,0,1.40067,0.204644,0.0124899,0.00541449,5.06999e-05,3.62022,0.253099,8.12575,8.52032,1.87251,1.84851,7.5,0.0700335,3.65681,3.65681,-0,16.9592,-0,12.6036,-0,0.193064,223.842,0,0,24433,0,24433,24433,24433,3.13041,0.859828,1.65413,0,0,1734.73,0,1734.73,1734.73,1734.73,0.0861966,0.121705,-45.9606,-2.14704
setup,0,1895-12-31 23:00:00,-0.177161,83.8494,558.664,94.6689,253.248,353.172,0,1.40067,0.204223,0.012437,0.00540032,5.06941e-05,3.6196,0.252884,8.11072,8.5086,1.87051,1.84651,7.5,0.0700335,3.65681,3.65681,-0,16.9219,-0,12.5783,-0,0.192667,223.713,0,0,24387.8,0,24387.8,24387.8,24387.8,3.12347,0.860056,1.65237,0,0,1732.6,0,1732.6,1732.6,1732.6,0.0859993,0.12166,-45.1859,-2.12327
setup,0,1896-12-31 23:00:00,-0.178546,86.1604,557.084,94.9875,252.756,360.618,0,1.40067,0.208089,0.0176074,0.00644598,5.22355e-05,3.20452,0.253367,8.13357,8.64866,1.86874,1.89053,7.5,0.0700335,3.65932,3.65932,-0,17.5097,-0,13.0628,-0,0.194122,223.279,0,0,24351.2,0,24351.2,24351.2,24351.2,3.17317,0.856441,1.6508,0,0,1730.76,0,1730.76,1730.76,1730.76,0.0880419,0.123276,-36.6324,-1.83941
setup,0,1897-12-31 23:00:00,-0.178179,86.1476,559.202,95.616,252.728,360.541,0,1.40841,0.208016,0.0178959,0.00652259,5.26173e-05,3.17049,0.253054,8.18525,8.65221,1.86888,1.89027,7.5,0.0704203,3.65681,3.65681,-0,17.5455,-0,13.0896,-0,0.193919,223.255,0,0,24311.3,0,24311.3,24311.3,24311.3,3.17902,0.856162,1.65093,0,0,1728.9,0,1728.9,1728.9,1728.9,0.08829,0.123372,-39.9041,-1.86248
setup,0,1898-12-31 23:00:00,-0.178179,86.1621,559.374,95.7458,252.755,360.574,0,1.40841,0.208173,0.0179506,0.00653413,5.20743e-05,3.17108,0.2531,8.19655,8.65673,1.86952,1.89094,7.5,0.0704203,3.65681,3.65681,-0,17.5563,-0,13.0937,-0,0.194061,223.278,0,0,24271,0,24271,24271,24271,3.18003,0.856034,1.6515,0,0,1727.02,0,1727.02,1727.02,1727.02,0.0883518,0.123471,-40.2211,-1.8784
setup,0,1899-12-31 23:00:00,-0.178138,86.1965,559.404,95.7657,252.855,360.698,0,1.40841,0.208281,0.0179038,0.00652346,5.26049e-05,3.17195,0.252929,8.19862,8.66336,1.87057,1.89199,7.5,0.0704203,3.65681,3.65681,-0,17.5717,-0,13.1033,-0,0.194185,223.366,0,0,24230.9,0,24230.9,24230.9,24230.9,3.18095,0.856069,1.65242,0,0,1725.14,0,1725.14,1725.14,1725.14,0.0883805,0.123581,-40.1269,-1.8862
setup,0,1900-12-31 23:00:00,-0.178152,86.2186,559.415,95.7822,252.906,360.764,0,1.40841,0.208384,0.0179158,0.00652544,5.26087e-05,3.17381,0.252891,8.20041,8.66797,1.87135,1.89279,7.5,0.0704203,3.65681,3.65681,-0,17.5798,-0,13.1071,-0,0.194283,223.411,0,0,24190.9,0,24190.9,24190.9,24190.9,3.18107,0.855978,1.65311,0,0,1723.24,0,1723.24,1723.24,1723.24,0.0883972,0.123644,-39.9961,-1.89274
setup,0,1901-12-31 23:00:00,-0.195337,157.283,516.519,99.4988,376.407,541.9,0,0.806924,0.201755,0.062709,0.0158579,5.09342e-05,6.78371,0.290315,8.54012,17.2745,2.57433,2.87469,22,0.0403462,3.65416,3.65416,-0,25.5575,-0,16.6041,-0,0.167182,348.86,0,0,24368.3,0,24368.3,24368.3,24368.3,3.1238,0.875538,2.38592,0,0,1724.14,0,1724.14,1724.14,1724.14,0.0788827,0.102884,177.364,0.897951
setup,0,1902-12-31 23:00:00,-0.186241,138.859,693.107,116.71,340.22,483.146,0,0.808405,0.227712,0.108823,0.0289716,4.18682e-05,4.14166,0.320472,9.93709,15.8261,2.37208,2.60473,22,0.0404203,3.6545,3.6545,-0,27.9194,-0,18.6622,-0,0.174604,315.321,0,0,24414.7,0,24414.7,24414.7,24414.7,3.52319,0.85769,2.19848,0,0,1728.05,0,1728.05,1728.05,1728.05,0.110523,0.0961808,46.4312,3.90336
setup,0,1903-12-31 23:00:00,-0.18643,139.835,682.146,122.361,341.645,485.361,0,0.808405,0.220977,0.0998665,0.0262664,4.13827e-05,4.4007,0.320355,10.4103,16.0627,2.39456,2.63127,22,0.0404203,3.65448,3.65448,-0,27.5643,-0,18.2008,-0,0.171339,316.642,0,0,24437.4,0,24437.4,24437.4,24437.4,3.58591,0.855276,2.21932,0,0,1730.85,0,1730.85,1730.85,1730.85,0.10918,0.101162,22.7136,2.80388
