"year","month","Cinput_mon_Mgha","Manure_Mgha","Soil_covered","Calc_TAVG","PRCP","TM_OPE"
2015,8,5e-05,0,1,26.36,8.63,210.3
2015,9,0.00246,0,1,24.45,16.5,161.5
2015,10,0.01796,0,1,17.52,117.33,83.9
2015,11,0.00612,0,1,9.86,20.32,26.6
2015,12,7e-05,0,1,5.98,30.23,11
2016,1,0.00184,0,1,4.67,5.08,6.8
2016,2,0,0,1,8.57,1.78,19.9
2016,3,9e-04,0,1,13.24,8.13,53.5
2016,4,0.00038,0,1,15.86,33.27,79.5
2016,5,0.0025,0,1,19.44,91.69,128.5
2016,6,0.008,0,1,25.41,29.71,208.5
2016,7,0.00123,0,1,28.7,15.24,-1293.9
2016,8,0.0022,0,1,25.26,52.33,194.9
2016,9,0.01711,0,1,22.17,57.41,135.1
2016,10,0.00347,0,1,19,28.19,94.8
2016,11,0.00349,0,1,11.95,29.47,35.5
2016,12,0,0,1,5.09,10.92,7.6
2017,1,0.00133,0,1,5.82,55.61,10.3
2017,2,0.00039,0,1,10.46,17.02,28.8
2017,3,0.00027,0,1,14.19,20.57,61.2
2017,4,0.00147,0,1,16.17,43.18,83
2017,5,0.00025,0,1,19.93,17.27,135
2017,6,0.00356,0,1,26.14,40.9,219.4
2017,7,0.01546,0,1,26.62,115.06,228.3
2017,8,0.02908,0,1,24.08,119.88,179.3
2017,9,0.02055,0,1,21.83,91.18,131.9
2017,10,0.02005,0,1,16.34,9.64,73.1
2017,11,0,0,1,12.25,1.78,37.6
2017,12,0,0,1,5.28,0,8.3
2018,1,0,0,1,4.05,0,5.2
2018,2,6e-04,0,1,7.2,5.08,14.6
2018,3,0.00041,0,1,13.24,23.88,53.5
2018,4,0.00289,0,1,14.86,1.01,70.8
2018,5,0.00094,0,1,24.83,31.49,198.6
2018,6,0.00445,0,1,27.56,33.02,-1235.2
2018,7,0.00458,0,1,27.54,22.1,-1244.2
2018,8,0.00172,0,1,26.69,23.37,214.9
2018,9,0.01302,0,1,21.96,91.68,132.8
2018,10,0.01768,0,1,14.91,117.86,61.6
2018,11,0.00358,0,1,7.83,2.54,16.7
2018,12,0.00039,0,1,4.64,26.66,6.4
2019,1,0,0,1,6.35,0,12.6
2019,2,0,0,1,8.15,7.62,19.4
2019,3,0.00137,0,1,9.28,27.94,30.1
2019,4,0.00048,0,1,16.2,41.41,84.8
2019,5,0.00285,0,1,19.3,135.63,129.1
2019,6,0.01111,0,1,24.38,42.42,194.7
2019,7,0.00796,0,1,27.11,84.84,-1226.3
2019,8,0.00202,0,1,28.45,41.15,-1202.2
2019,9,0.0104,0,1,24.94,170.44,167.1
2019,10,0.01276,0,1,13.83,32.76,55.8
2019,11,0.00088,0,1,8.46,28.71,20.4
2019,12,4e-05,0,1,6.81,11.68,13.7
2020,1,4e-05,0,1,6.56,7.87,12
2020,2,0.00022,0,1,5.56,17.51,8.9
2020,3,0.00443,0,1,13.05,54.85,51.4
2020,4,0.00048,0,1,15.53,0,75.8
2020,5,0.00097,0,1,22.12,44.95,161.1
2020,6,0.0052,0,1,26.11,46.48,218.8
2020,7,0.00541,0,1,29.07,48.51,-1310.2
2020,8,0.00232,0,1,27.9,10.67,-1180.1
2020,9,0.00615,0,1,20.78,21.34,119.8
2020,10,0.00014,0,1,15.63,22.86,66.3
2020,11,0.00141,0,1,12.36,1.78,37.1
2020,12,0,0,1,5.35,1.78,8
2021,1,0.00035,0,1,3.76,17.52,5.5
2021,2,1e-04,0,1,1.6,1.52,1.3
2021,3,0.00148,0,1,10.83,44.45,40.6
2021,4,0.00113,0,1,13.54,3.29,63.8
2021,5,0.01308,0,1,19.37,141.98,131.4
2021,6,0.02424,0,1,25.24,87.37,207
2021,7,0.0366,0,1,25.28,84.08,209.2
2021,8,0.01576,0,1,25.62,81.78,200.5
2021,9,0.00336,0,1,23.82,15.49,155
2021,10,0.02117,0,1,17.67,34.29,86.4
2021,11,0,0,1,10.69,7.62,31.6
2021,12,0,0,1,9.86,0,26.9
2022,1,0,0,1,4.58,8.12,6.7
2022,2,0,0,1,6.14,4.56,11.3
2022,3,0,0,1,11.83,3.8,44.4
2022,4,0,0,1,15.62,74.92,78.1
2022,5,0.013,0,1,20.28,135.14,139.2
2022,6,0.01991,0,1,27.38,12.45,-1227.7
2022,7,0.04372,0,1,27.13,33.28,-1227.1
2022,8,0.04326,0,1,26.66,15.23,214.5
2022,9,0.05974,0,1,22.25,46.73,136.4
2022,10,0.00932,0,1,16.75,19.05,76.4
2022,11,0,0,1,10.55,20.82,28.9
2022,12,0.00435,0,1,7.28,4.06,14.7
2023,1,0.02854,0,1,5.8,11.93,11.1
2023,2,0.0496,0,1,9.04,4.31,23.7
2023,3,0.0829,0,1,10.76,15.48,39.5
2023,4,0.0207,0,1,14.75,21.33,72.9
2023,5,0.01128,0,1,19.18,97.02,128.5
2023,6,0.03264,0,1,23.59,49.27,184.3
2023,7,0.02266,0,1,27.22,21.32,-1230.8
2023,8,0.06301,0,1,27.1,40.88,-1148.6
2023,9,0.04981,0,1,21.7,183.63,131.9
2023,10,0.01779,0,1,16.84,12.7,79
2023,11,9e-05,0,1,11,3.56,32.7
2023,12,0,0,1,5.78,10.66,10.6
2024,1,0,0,1,4.26,8.13,6.3
2024,2,0,0,1,8.39,1.27,20.4
2024,3,0,0,1,8.87,1.77,27.9
2024,4,0,0,1,15.73,4.32,80.6
2024,5,0.01923,0,1,24.06,62.48,188.8
2024,6,0.07146,0,1,25.84,96.51,215.2
2024,7,0.08882,0,1,27.15,52.83,-1227.9
2024,8,0.12952,0,1,25.17,154.45,194.2
2024,9,0.05329,0,1,20.8,27.15,122.2
2024,10,0.00353,0,1,16.11,15.5,72.6
2024,11,0,0,1,9.65,16.76,25.7
2024,12,0.01053,0,1,6.59,0.25,13
2025,1,0.04554,0,1,3.77,12.95,5.9
2025,2,0.11051,0,1,5.95,34.03,12.6
2025,3,0.15664,0,1,12.21,1.27,51.1
2025,4,0.03806,0,1,12.55,130.56,57.6
2025,5,0.02352,0,1,19.47,88.37,134
2025,6,0.0538,0,1,24.07,77.74,191.8
2025,7,0.0566,0,1,27.08,48.26,-1225
2025,8,0.11086,0,1,26.06,63.75,206.5
2025,9,0.02907,0,1,24.01,39.62,157.7
2025,10,0.01527,0,1,16.48,31.75,78.1
2025,11,9e-05,0,1,8.36,17.51,21.7
2025,12,0,0,1,3.52,45.97,5.1
2026,1,0,0,1,6.49,0,11.2
2026,2,0,0,1,7.31,46.72,13.9
2026,3,0,0,1,9.35,39.61,27.2
2026,4,0,0,1,14.35,10.67,64.2
2026,5,0.00875,0,1,23.22,5.84,174.9
2026,6,0.03303,0,1,27,22.35,-1212.1
2026,7,0.02368,0,1,28.79,10.93,-1297.8
2026,8,0.2193,0,1,26.34,100.85,209.9
2026,9,0.08805,0,1,25.2,8.38,169.1
2026,10,0.05777,0,1,17.62,92.44,81
2026,11,0,0,1,11.54,10.41,31.8
2026,12,0.00261,0,1,5.33,9.14,7.5
2027,1,0.04462,0,1,6.53,41.66,12.3
2027,2,0.09245,0,1,10.37,0,27.9
2027,3,0.20023,0,1,10.54,31.24,35.7
2027,4,0.08017,0,1,15.47,78.49,76
2027,5,0.02224,0,1,20.01,89.4,135.3
2027,6,0.06846,0,1,24.38,118.11,193.7
2027,7,0.05227,0,1,26.99,22.61,234
2027,8,0.06577,0,1,27.66,21.09,-1170.5
2027,9,0.07151,0,1,21.92,47.76,132.4
2027,10,0.01417,0,1,16.65,18.04,74.9
2027,11,6e-05,0,1,13.04,0,41.4
2027,12,0,0,1,5.93,25.91,10
2028,1,0,0,1,6.74,0.5,12.3
2028,2,0,0,1,10.64,1.02,28.2
2028,3,0,0,1,12.12,65.29,44.4
2028,4,0,0,1,16.67,42.67,85.3
2028,5,0.02704,0,1,23.19,17.02,175
2028,6,0.21531,0,1,24.28,177.3,191.7
2028,7,0.17736,0,1,27.88,27.15,-1258.5
2028,8,0.09566,0,1,28.34,1.78,-1197.7
2028,9,0.03303,0,1,24.21,0,157.4
2028,10,0.00601,0,1,16.78,84.34,74.7
2028,11,0,0,1,6.59,30.22,11.7
2028,12,0.00092,0,1,2.45,24.64,1.9
2029,1,0.12574,0,1,3.33,33.5,3.6
2029,2,0.1039,0,1,6.89,12.94,13.2
2029,3,0.23838,0,1,9.35,55.88,28.3
2029,4,0.0857,0,1,17.58,6.34,94.7
2029,5,0.01957,0,1,21.27,104.15,150.2
2029,6,0.02233,0,1,26.22,5.59,220.5
2029,7,0.04186,0,1,29.25,10.67,-1318.2
2029,8,0.08605,0,1,26.94,33.26,218.6
2029,9,0.08358,0,1,22.57,29.2,139
2029,10,0.00549,0,1,16.95,1.52,76.7
2029,11,0.00019,0,1,11.89,78.74,34.6
2029,12,0,0,1,6.12,4.57,10.2
2030,1,0,0,1,5.99,19.04,11.1
2030,2,0,0,1,5.94,15.49,10.9
2030,3,0,0,1,9.65,52.32,31.6
2030,4,0,0,1,17.77,21.84,98.7
2030,5,0.00679,0,1,21.11,8.13,150
2030,6,0.04862,0,1,26.23,171.19,220.8
2030,7,0.10032,0,1,26.62,56.13,228.3
2030,8,0.10845,0,1,27.38,49.8,-1159.5
2030,9,0.07287,0,1,22.91,26.4,144
2030,10,0.01427,0,1,14.62,152.92,60.8
2030,11,0,0,1,9.1,12.71,22.7
2030,12,0.00964,0,1,5.33,36.32,8.7
2031,1,0.03765,0,1,5.66,1.01,9.8
2031,2,0.06948,0,1,5.73,0.51,10
2031,3,0.17545,0,1,11.41,8.63,41.7
2031,4,0.04627,0,1,17.4,20.58,94.4
2031,5,0.02523,0,1,21.65,50.28,156.2
2031,6,0.08796,0,1,23.14,111.49,177
2031,7,0.03615,0,1,27.56,0,-1245
2031,8,0.0742,0,1,27.1,27.94,-1148.6
2031,9,0.06264,0,1,21.22,30.47,125.5
2031,10,0.02107,0,1,18.11,15.99,87.6
2031,11,8e-05,0,1,11.08,12.95,31.5
2031,12,0,0,1,6.91,0,13.4
2032,1,0,0,1,6.7,77.2,14.5
2032,2,0,0,1,5.26,27.6,9.7
2032,3,0,0,1,13.36,37.7,57.8
2032,4,0,0,1,15.37,63.9,79
2032,5,0.00774,0,1,22.31,18.8,166.8
2032,6,0.08333,0,1,24.3,105.2,194.2
2032,7,0.0914,0,1,25.71,59.9,215.3
2032,8,0.16224,0,1,24.14,61.4,181.4
2032,9,0.05303,0,1,21.36,121.7,128.9
2032,10,0.02673,0,1,17.13,37.6,82
2032,11,0,0,1,8.66,110.5,22.2
2032,12,0.01123,0,1,6.17,7.25,12.2
2033,1,0.08515,0,1,6.52,42.8,12.9
2033,2,0.09968,0,1,7.97,31.2,18.3
2033,3,0.1589,0,1,10.31,17.1,35.5
2033,4,0.05966,0,1,15.27,5.9,75.8
2033,5,0.00963,0,1,20.43,42.9,141.7
2033,6,0.03584,0,1,26.04,42.5,218
2033,7,0.11054,0,1,26.05,65.5,219.9
2033,8,0.0781,0,1,24.7,38.72,187.8
2033,9,0.02934,0,1,24.07,12.9,156.9
2033,10,0.04911,0,1,16.69,78.8,76.5
2033,11,0.00019,0,1,11.68,0,35.1
2033,12,0,0,1,5.55,1,9.4
2034,1,0,0,1,8.7,0.6,19.2
2034,2,0,0,1,7.31,5.1,13.9
2034,3,0,0,1,11.96,42.8,42.7
2034,4,0,0,1,18.9,17.5,106.5
2034,5,0.04291,0,1,22.91,37.2,170.7
2034,6,0.04458,0,1,26.77,10.5,228.9
2034,7,0.05635,0,1,27.9,16.2,-1259.4
2034,8,0.22814,0,1,26.98,52.6,219.3
2034,9,0.38199,0,1,20.34,121.5,114.2
2034,10,0.03509,0,1,16.11,43.3,68.7
2034,11,0,0,1,11.27,1.8,30.5
2034,12,0.07484,0,1,5.35,33.3,7.6
2035,1,0.08406,0,1,2.24,32.15,2.6
2035,2,0.08446,0,1,6.11,1.02,13.5
2035,3,0.33984,0,1,12.87,93.1,56.4
2035,4,0.17382,0,1,13.18,26.7,63.2
2035,5,0.02192,0,1,19.23,148.2,132.1
2035,6,0.04334,0,1,23.83,71,189
2035,7,0.03372,0,1,24.97,18.7,205.6
2035,8,0.1173,0,1,25.94,57.48,205.1
2035,9,0.03963,0,1,22.77,85.29,144.8
2035,10,0.02481,0,1,17.59,1.53,87.7
2035,11,1e-05,0,1,9.88,6.61,29.2
2035,12,0,0,1,4.99,29.71,9.3
2036,1,0,0,1,4.37,0.25,7.5
2036,2,0,0,1,7.9,10.41,20
2036,3,0,0,1,10.93,2.28,42.5
2036,4,0,0,1,15.08,11.43,78
2036,5,0.01865,0,1,20.58,147.31,146.9
2036,6,0.08411,0,1,26.52,82.28,225.1
2036,7,0.12692,0,1,25.68,66.29,215.1
2036,8,0.14085,0,1,24.75,100.83,189.7
2036,9,0.05247,0,1,19.79,249.94,114.6
2036,10,0.0132,0,1,15.6,48.26,71.4
2036,11,0,0,1,10.07,4.32,29.6
2036,12,0.00898,0,1,5.6,0.51,10.9
2037,1,0.02755,0,1,5.37,1.52,10
2037,2,0.09615,0,1,9.24,15.5,25
2037,3,0.23363,0,1,12.58,2.53,52.3
2037,4,0.06122,0,1,15.69,30.74,81.8
2037,5,0.00458,0,1,20.07,11.18,139.5
2037,6,0.06133,0,1,25.51,118.11,210.8
2037,7,0.10085,0,1,26.58,60.2,227.7
2037,8,0.06502,0,1,26.32,8.38,209.9
2037,9,0.06719,0,1,20.77,39.37,123
2037,10,0.00641,0,1,14.2,13.96,59.8
2037,11,0.00015,0,1,11.1,3.05,33.7
2037,12,0,0,1,2.23,35.81,2.2
2038,1,0,0,1,3.67,31.49,5.1
2038,2,0,0,1,3.55,43.69,4.8
2038,3,0,0,1,10.33,80.27,36.9
2038,4,0,0,1,15.57,120.66,79.9
2038,5,0.012,0,1,19.95,34.29,137.4
2038,6,0.04282,0,1,26.76,64.77,228.5
2038,7,0.14845,0,1,24.89,192.79,203.6
2038,8,0.13605,0,1,26.28,64.53,209.3
2038,9,0.02989,0,1,23.4,16.5,150.1
2038,10,0.00388,0,1,17.08,43.44,81
2038,11,0,0,1,9.93,3.05,27.4
2038,12,0.00897,0,1,7.11,0,15.1
2039,1,0.01343,0,1,4.04,3.05,4.5
2039,2,0.12086,0,1,5.16,14.73,7.1
2039,3,0.17142,0,1,12.8,29.97,47.7
2039,4,0.04981,0,1,18.06,0,97.3
2039,5,0.01102,0,1,20.76,8.39,141.8
2039,6,0.03143,0,1,28.94,0.51,-1294.2
2039,7,0.03203,0,1,29.3,3.55,-1320.4
2039,8,0.05043,0,1,29.41,11.43,-1241.8
2039,9,0.08696,0,1,21.83,29.97,129.5
2039,10,0.07266,0,1,16.3,54.61,69.6
2039,11,0.00476,0,1,10.04,19.04,24.2
2039,12,0,0,1,3.34,33.53,3.1
2040,1,0,0,1,6.72,0,11.9
2040,2,0,0,1,6.32,11.69,10.7
2040,3,0,0,1,14.22,15.48,58.6
2040,4,0,0,1,18.98,39.64,107.3
2040,5,0.00512,0,1,22.25,42.68,161.8
2040,6,0.03654,0,1,26.47,70.35,224.2
2040,7,0.01752,0,1,27.22,8.63,-1230.8
2040,8,0.16669,0,1,26.74,73.66,215.8
2040,9,0.11154,0,1,22.13,66.54,133.3
2040,10,0.02065,0,1,15.37,4.57,63
2040,11,0,0,1,12.25,0.25,35.5
2040,12,0.00205,0,1,6.07,18.79,9.6
2041,1,0.07346,0,1,4.76,20.32,7.9
2041,2,0.04769,0,1,6.01,33.03,11.8
2041,3,0.16602,0,1,11.47,0,44.1
2041,4,0.04954,0,1,14.65,0.76,72.1
2041,5,0.01021,0,1,20.87,19.05,148.4
2041,6,0.04699,0,1,26.59,49.03,226.1
2041,7,0.1142,0,1,25.71,86.62,215.1
2041,8,0.12105,0,1,26.19,53.85,208.1
2041,9,0.02201,0,1,23.31,15.49,149.1
2041,10,0.02084,0,1,16.3,25.65,74.8
2041,11,5e-05,0,1,8.81,6.85,22.4
2041,12,0,0,1,3.56,15.75,4.7
2042,1,0,0,1,4.45,0,7.5
2042,2,0,0,1,5.68,2.79,11.3
2042,3,0,0,1,10.07,4.31,36.5
2042,4,0,0,1,15.68,13.72,82.5
2042,5,0.03198,0,1,20.63,133.86,146.8
2042,6,0.08735,0,1,25.29,70.11,207.9
2042,7,0.0907,0,1,25.6,64.77,213.9
2042,8,0.06547,0,1,26.55,16,213
2042,9,0.13228,0,1,21.62,168.91,132.1
2042,10,0.0301,0,1,17.21,10.17,83.3
2042,11,0,0,1,7.84,54.87,19.1
2042,12,0.00885,0,1,6.14,5.08,12.4
2043,1,0.06655,0,1,3.72,25.4,5
2043,2,0.10967,0,1,6.27,18.8,12.3
2043,3,0.17845,0,1,11.02,5.84,40.5
2043,4,0.06843,0,1,16.28,44.97,85.5
2043,5,0.02606,0,1,18.56,308.37,120.7
2043,6,0.0436,0,1,24.67,42.92,198.7
2043,7,0.06833,0,1,26.84,121.67,231.6
2043,8,0.05031,0,1,26.36,8.63,210.3
2043,9,0.02945,0,1,24.45,16.5,161.5
2043,10,0.05029,0,1,17.52,117.33,83.9
2043,11,0.00127,0,1,9.86,20.32,26.6
2043,12,0,0,1,5.98,30.23,11
2044,1,0,0,1,4.67,5.08,6.8
2044,2,0,0,1,8.57,1.78,19.9
2044,3,0,0,1,13.24,8.13,53.5
2044,4,0,0,1,15.86,33.27,79.5
2044,5,0.01677,0,1,19.44,91.69,128.5
2044,6,0.02679,0,1,25.41,29.71,208.5
2044,7,0.02242,0,1,28.7,15.24,-1293.9
2044,8,0.06915,0,1,25.26,52.33,194.9
2044,9,0.15489,0,1,22.17,57.41,135.1
2044,10,0.00387,0,1,19,28.19,94.8
2044,11,0,0,1,11.95,29.47,35.5
2044,12,0.00454,0,1,5.09,10.92,7.6
2045,1,0.03848,0,1,5.82,55.61,10.3
2045,2,0.05398,0,1,10.46,17.02,28.8
2045,3,0.13286,0,1,14.19,20.57,61.2
2045,4,0.06247,0,1,16.17,43.18,83
2045,5,0.00364,0,1,19.93,17.27,135
2045,6,0.03653,0,1,26.14,40.9,219.4
2045,7,0.06852,0,1,26.62,115.06,228.3
2045,8,0.10988,0,1,24.08,119.88,179.3
2045,9,0.02936,0,1,21.83,91.18,131.9
2045,10,0.02553,0,1,16.34,9.64,73.1
2045,11,6e-05,0,1,12.25,1.78,37.6
2045,12,0,0,1,5.28,0,8.3
2046,1,0,0,1,4.05,0,5.2
2046,2,0,0,1,7.2,5.08,14.6
2046,3,0,0,1,13.24,23.88,53.5
2046,4,0,0,1,14.86,1.01,70.8
2046,5,0.01183,0,1,24.83,31.49,198.6
2046,6,0.03308,0,1,27.56,33.02,-1235.2
2046,7,0.04594,0,1,27.54,22.1,-1244.2
2046,8,0.06564,0,1,26.69,23.37,214.9
2046,9,0.18967,0,1,21.96,91.68,132.8
2046,10,0.06866,0,1,14.91,117.86,61.6
2046,11,0,0,1,7.83,2.54,16.7
2046,12,0.01686,0,1,4.64,26.66,6.4
2047,1,0.03808,0,1,6.35,0,12.6
2047,2,0.07649,0,1,8.15,7.62,19.4
2047,3,0.19278,0,1,9.28,27.94,30.1
2047,4,0.06614,0,1,16.2,41.41,84.8
2047,5,0.01632,0,1,19.3,135.63,129.1
2047,6,0.03107,0,1,24.38,42.42,194.7
2047,7,0.07089,0,1,27.11,84.84,-1226.3
2047,8,0.08757,0,1,28.45,41.15,-1202.2
2047,9,0.05555,0,1,24.94,170.44,167.1
2047,10,0.0302,0,1,13.83,32.76,55.8
2047,11,1e-05,0,1,8.46,28.71,20.4
2047,12,0,0,1,6.81,11.68,13.7
2048,1,0,0,1,6.56,7.87,12
2048,2,0,0,1,5.56,17.51,8.9
2048,3,0,0,1,13.05,54.85,51.4
2048,4,0,0,1,15.53,0,75.8
2048,5,0.03103,0,1,22.12,44.95,161.1
2048,6,0.08757,0,1,26.11,46.48,218.8
2048,7,0.16699,0,1,29.07,48.51,-1310.2
2048,8,0.07464,0,1,27.9,10.67,-1180.1
2048,9,0.08418,0,1,20.78,21.34,119.8
2048,10,0.00698,0,1,15.63,22.86,66.3
2048,11,0,0,1,12.36,1.78,37.1
2048,12,0.00404,0,1,5.35,1.78,8
2049,1,0.0241,0,1,3.76,17.52,5.5
2049,2,0.0215,0,1,1.6,1.52,1.3
2049,3,0.331,0,1,10.83,44.45,40.6
2049,4,0.07118,0,1,13.54,3.29,63.8
2049,5,0.02353,0,1,19.37,141.98,131.4
2049,6,0.04257,0,1,25.24,87.37,207
2049,7,0.09255,0,1,25.28,84.08,209.2
2049,8,0.06031,0,1,25.62,81.78,200.5
2049,9,0.01466,0,1,23.82,15.49,155
2049,10,0.02204,0,1,17.67,34.29,86.4
2049,11,2e-05,0,1,10.69,7.62,31.6
2049,12,0,0,1,9.86,0,26.9
