"Model","Climate_Scenario","Mgmt_Scenario","Scenario_Name","Maize_Diff_Mgha","Soybean_Diff_Mgha","Wheat_Diff_Mgha","SOC_Diff_Mgha","Total_N2O_kgha","N2O_Diff_kgha","Total_CH4_kgha","CH4_Diff_kgha","Total_SOC_Mgha"
"RothC","5","52","5_52",NA,NA,NA,"-4.0067",NA,NA,NA,NA,"17.0777"
"APSIM","5","53","5_53","-4.17716422764235","-0.989511111111103","-1.44043555555556","0","36.43564","0.290690363307577",NA,NA,"31.2"
"Daycent","5","53","5_53","-2.80093398518518","-1.65431687901233","-0.122787777777778","5.5","82.8530037","0.366033606608573","-35.2108689","-0.578213370471636","31.4"
"Millennial","5","53","5_53",NA,NA,NA,"-18.384536925636",NA,NA,NA,NA,"47.2643724269191"
"RothC","5","53","5_53",NA,NA,NA,"-3.7848",NA,NA,NA,NA,"17.2996"
"APSIM","5","61","5_61","-4.37920325203258","-0.994071111111101","-1.53338666666667","0.200000000000003","28.31265","0.240803731711327",NA,NA,"37"
"APSIM","5","62","5_62","-4.40419918699195","-0.999084444444435","-1.50921777777778","-1.2","27.21475","0.241988048660201",NA,NA,"46.4"
"APSIM","5","63","5_63","-4.4259926829269","-1.00437333333333","-1.48825777777778","-2.5","26.44006","0.245615459477232",NA,NA,"55.7"
"APSIM","5","64","5_64","-4.44337886178869","-1.0086311111111","-1.46689777777777","-3.8","25.87747","0.250419671214861",NA,NA,"64.5"
"APSIM","5","65","5_65","-4.4590845528456","-1.0120711111111","-1.44465777777778","-5.10000000000001","25.42806","0.255442479039947",NA,NA,"73.6"
