"Model","Climate_Scenario","Mgmt_Scenario","Scenario_Name","Maize_Diff_Mgha","Soybean_Diff_Mgha","Wheat_Diff_Mgha","SOC_Diff_Mgha","Total_N2O_kgha","N2O_Diff_kgha","Total_CH4_kgha","CH4_Diff_kgha","Total_SOC_Mgha","Cotton_Diff_Mgha","Sorghum_Diff_Mgha"
"APSIM",4,52,"4_52",NA,NA,NA,"-3.6","2.86769","-0.079316164556962",NA,NA,"1.4","0.175917857142864","1.17805714285709"
"APSIM",4,53,"4_53",NA,NA,NA,"-0.0999999999999996","6.13808","0.00864637974683544",NA,NA,"5.9","-0.0447512195121934","0.0710763157894734"
"APSIM",4,54,"4_54",NA,NA,NA,"-3","2.53489","-0.0733046392405063",NA,NA,"1.4","-0.0519535714285652","0.0667714285713599"
"APSIM",4,55,"4_55",NA,NA,NA,"-4.3","3.11512","-0.0865621518987341",NA,NA,"1.4","0.0195000000000086","0.256628571428492"
"APSIM",4,56,"4_56",NA,NA,NA,"-0.4","6.62192","0.00166650000000003",NA,NA,"6.6","-0.0858036585365836","0.147592105263169"
"APSIM",4,61,"4_61",NA,NA,NA,"-1.1","6.05004","0.00622289240506331",NA,NA,"9.6","-0.100664634146339","0.245628947368431"
"APSIM",4,62,"4_62",NA,NA,NA,"-5.2","3.63408","-0.0994409810126582",NA,NA,"10.5","0.690160714285715","-0.317571428571431"
"APSIM",4,63,"4_63",NA,NA,NA,"-5.6","3.6217","-0.0999953924050632",NA,NA,"14.5","0.802425","-0.338999999999976"
"APSIM",4,64,"4_64",NA,NA,NA,"-6","3.64752","-0.100512208860759",NA,NA,"18.7","0.766907142857143","-0.490714285714261"
"APSIM",4,65,"4_65",NA,NA,NA,"-6.1","3.6318","-0.101768278481013",NA,NA,"23","0.761057142857148","-0.780342857142817"
"APSIM",4,7,"4_7",NA,NA,NA,"-0.7","8.71752","0.0122546202531646",NA,NA,"5.5","-0.105799367088607",NA
"APSIM",4,8,"4_8",NA,NA,NA,"-0.6","9.51826","0.0115471898734178",NA,NA,"6.7","-0.0822109756097534","-0.245636842105271"
"APSIM",5,3,"5_3",NA,NA,NA,"-1.4","10.17745","0.0333421708860759",NA,NA,"5.2","-0.0113012195121924","-0.738947368421058"
"APSIM",5,41,"5_41",NA,NA,NA,"-4.4","3.07804","-0.0758118417721519",NA,NA,"1.4","0.0374678571428648","-1.2354857142857"
"APSIM",5,42,"5_42",NA,NA,NA,"-4.4","2.94977","-0.0717463101265823",NA,NA,"1.4","-0.00417857142856226","-1.17351428571428"
"APSIM",5,43,"5_43",NA,NA,NA,"-4.4","2.8644","-0.068854158227848",NA,NA,"1.4","0.0323142857142952","-1.54714285714285"
"APSIM",5,44,"5_44",NA,NA,NA,"-4.4","2.75392","-0.0657286898734177",NA,NA,"1.4","0.00780000000001019","-1.6176857142857"
"APSIM",5,51,"5_51",NA,NA,NA,"-2.5","2.29197","-0.0640346962025316",NA,NA,"1.4","0.0270214285714344","-1.1093142857143"
"APSIM",5,52,"5_52",NA,NA,NA,"-3.5","2.61498","-0.0675669873417721",NA,NA,"1.4","0.0355178571428629","-0.555085714285716"
"APSIM",5,53,"5_53",NA,NA,NA,"-1.1","6.30715","0.0280808734177215",NA,NA,"4.8","0.00164268292683056","-0.645955263157897"
"APSIM",5,54,"5_54",NA,NA,NA,"-2.8","2.42821","-0.0688315063291139",NA,NA,"1.4","0.0527892857142905","-1.31871428571428"
"APSIM",5,55,"5_55",NA,NA,NA,"-4.1","2.91752","-0.0781182151898734",NA,NA,"1.4","0.0603107142857207","-0.780171428571432"
"APSIM",5,56,"5_56",NA,NA,NA,"-1.6","6.95217","0.0193864367088608",NA,NA,"5.2","-0.028075609756096","-0.681102631578951"
"APSIM",5,61,"5_61",NA,NA,NA,"-1.9","6.24742","0.0281369810126582",NA,NA,"8.6","0.0161560975609766","-0.643500000000001"
"APSIM",5,62,"5_62",NA,NA,NA,"-5.1","3.31817","-0.0845352341772152",NA,NA,"10.4","-0.0579428571428459","-1.52417142857141"
"APSIM",5,63,"5_63",NA,NA,NA,"-5.4","3.31765","-0.0857680822784809",NA,NA,"14.5","-0.130649999999987","-1.58322857142852"
"APSIM",5,64,"5_64",NA,NA,NA,"-5.9","3.36285","-0.087010575949367",NA,NA,"18.6","-0.241939285714268","-1.49417142857138"
"APSIM",5,65,"5_65",NA,NA,NA,"-6","3.40115","-0.0903127405063291",NA,NA,"22.9","-0.311721428571413","-1.38325714285711"
"APSIM",5,7,"5_7",NA,NA,NA,"-2","8.78948","0.0203384810126582",NA,NA,"3.9","-0.350274683544304",NA
"APSIM",5,8,"5_8",NA,NA,NA,"-1.9","10.44765","0.0267958860759494",NA,NA,"5.1","-0.0124317073170703","-0.759536842105269"
"Daycent",1,3,"1_3",NA,NA,NA,"1.4","9.1718032","0.0127720197044607","-40.7408222","-0.553039557142864","8.4","0.280359029374344","0.280359029374344"
"Daycent",1,41,"1_41",NA,NA,NA,"-0.699999999999999","8.1624917","-0.0155771742200543","-58.6964085","0.284859280952387","6.1","0.0475965079365374","0.0475965079365374"
"Daycent",1,42,"1_42",NA,NA,NA,"-0.800000000000001","8.0122736","-0.0236576305418923","-59.6875396","0.236125028571435","6","0.0278739828498751","0.0278739828498751"
"Daycent",1,43,"1_43",NA,NA,NA,"-0.9","7.8530694","-0.0323675110016612","-60.6739238","0.179534376190482","5.9","0.00648410873931171","0.00648410873931171"
"Daycent",1,44,"1_44",NA,NA,NA,"-1","7.6910422","-0.0404661096880308","-61.7188637","0.12818874285715","5.8","-0.0149621674876531","-0.0149621674876531"
"Daycent",1,51,"1_51",NA,NA,NA,"-0.5","8.2900256","-0.0351867520525634","-68.2779705","-0.346972223809512","5.6","-0.230769140667719","-0.230769140667719"
"Daycent",1,52,"1_52",NA,NA,NA,"-0.199999999999999","8.2945729","-0.0203542985221873","-64.5435394","-0.182043595238086","6.3","-0.166432968436377","-0.166432968436377"
"Daycent",1,53,"1_53",NA,NA,NA,"-0.699999999999999","8.2314715","-0.0114771663382819","-58.2012955","0.311752480952388","6.1","0.0570755738004292","0.0570755738004292"
"Daycent",1,54,"1_54",NA,NA,NA,"1","6.4545446","-0.0545305385878657","-148.1848382","-0.483812228571411","8","-0.129455000912209","-0.129455000912209"
"Daycent",1,55,"1_55",NA,NA,NA,"1.5","6.3904551","-0.0533144899835948","-143.9381893","-0.402825433333322","8.6","-0.110029096880095","-0.110029096880095"
"Daycent",1,56,"1_56",NA,NA,NA,"1.9","6.344565","-0.0500144453202111","-139.1847462","-0.33219052857141","9.1","-0.0896798868819166","-0.0896798868819166"
"Daycent",1,7,"1_7",NA,NA,NA,"-0.699999999999999","8.1300954","-0.00475292594419283","-58.0367536","0.372123852380962","6.3","0.0512396861886701",NA
"Daycent",1,8,"1_8",NA,NA,NA,"3.7","7.4248551","0.0398726073892018","-124.4222644","-0.327272071428581","11","0.434788118956549","0.434788118956549"
"Daycent",2,3,"2_3",NA,NA,NA,"1","9.1141003","0.0976555068965675","-38.7154723","-0.653559085714278","8","-0.532856172231094","-0.532856172231094"
"Daycent",2,41,"2_41",NA,NA,NA,"-0.9","8.1994096","0.018562458784872","-57.6493022","0.110358795238118","5.9","-0.277172855318304","-0.277172855318304"
"Daycent",2,42,"2_42",NA,NA,NA,"-1","8.0499916","0.0134618266009657","-58.5133477","0.0644102476190715","5.8","-0.292056230614787","-0.292056230614787"
"Daycent",2,43,"2_43",NA,NA,NA,"-1.1","7.8961013","0.00602472725778092","-59.3834242","0.0235591428571666","5.7","-0.302899905126741","-0.302899905126741"
"Daycent",2,44,"2_44",NA,NA,NA,"-1.2","7.7388031","-0.00128954236454953","-60.286788","-0.0170529238095001","5.6","-0.316654906038984","-0.316654906038984"
"Daycent",2,51,"2_51",NA,NA,NA,"-0.700000000000001","8.4093946","-0.0166535592775193","-66.1280347","-0.107703423809502","5.4","-0.479937230432334","-0.479937230432334"
"Daycent",2,52,"2_52",NA,NA,NA,"-0.5","8.4315491","-0.00480587159279197","-62.8864783","-0.122221052380929","6","-0.414482076263386","-0.414482076263386"
"Daycent",2,53,"2_53",NA,NA,NA,"-0.800000000000001","8.2675079","0.0205613912971868","-57.2123917","0.132734676190501","6","-0.270562849844848","-0.270562849844848"
"Daycent",2,54,"2_54",NA,NA,NA,"0.9","6.5206861","-0.0453154106732467","-142.1302542","0.166857295238128","7.9","-0.390903192847964","-0.390903192847964"
"Daycent",2,7,"2_7",NA,NA,NA,"-0.899999999999999","8.1226112","0.0231027653530167","-56.9594882","0.206893438095264","6.1","-0.250705225323791",NA
"Daycent",2,55,"2_55",NA,NA,NA,"1.4","6.3549349","-0.0193932889983706","-138.2731915","0.0929141619047975","8.5","-0.373295059295687","-0.373295059295687"
"Daycent",2,56,"2_56",NA,NA,NA,"1.8","6.2855461","-0.0156455256157744","-134.0986814","0.0182792142857471","9","-0.357562853493822","-0.357562853493822"
"Daycent",2,8,"2_8",NA,NA,NA,"3.6","7.245512","0.0819976942529096","-119.182221","-0.469640242857125","10.9","-0.449265104907614","-0.449265104907614"
"Daycent",3,3,"3_3",NA,NA,NA,"1","9.3490398","0.0216100729064224","-42.4848746","-0.420613514285733","8","-0.08881820105811","-0.08881820105811"
"Daycent",3,41,"3_41",NA,NA,NA,"-0.9","8.4174502","0.0457986669950459","-59.8021878","0.163968676190485","5.9","-0.14997199416172","-0.14997199416172"
"Daycent",3,42,"3_42",NA,NA,NA,"-1","8.2554027","0.034266593267625","-60.6672383","0.103949971428581","5.8","-0.164217916438665","-0.164217916438665"
"Daycent",3,43,"3_43",NA,NA,NA,"-1.1","8.0842687","0.0214409597700893","-61.5073794","0.0443064095238188","5.7","-0.180404612297074","-0.180404612297074"
"Daycent",3,44,"3_44",NA,NA,NA,"-1.2","7.9036588","0.00836251362887522","-62.3679548","-0.0123572333333233","5.6","-0.190132151067363","-0.190132151067363"
"Daycent",3,51,"3_51",NA,NA,NA,"-0.700000000000001","8.4877066","-0.0316240390804771","-67.9442108","-0.24017422857142","5.4","-0.363594938879815","-0.363594938879815"
"Daycent",3,52,"3_52",NA,NA,NA,"-0.5","8.5297077","0.00285563251229334","-64.9036714","-0.156984804761894","6","-0.299896314541203","-0.299896314541203"
"Daycent",3,53,"3_53",NA,NA,NA,"-0.9","8.4936862","0.0517982502462769","-59.3882663","0.191195652380963","5.9","-0.147094964422627","-0.147094964422627"
"Daycent",3,54,"3_54",NA,NA,NA,"0.9","6.5384467","-0.0238952573070869","-146.2551782","-0.645137514285682","7.9","-0.314967443897161","-0.314967443897161"
"Daycent",3,55,"3_55",NA,NA,NA,"1.3","6.4899114","-0.00165256469625183","-142.5017869","-0.607693833333304","8.4","-0.295082780514575","-0.295082780514575"
"Daycent",3,56,"3_56",NA,NA,NA,"1.8","6.4407432","0.0181212742200028","-138.2932952","-0.574678271428542","9","-0.258946290822922","-0.258946290822922"
"Daycent",3,7,"3_7",NA,NA,NA,"-0.899999999999999","8.3385204","0.0557936155993147","-58.9553456","0.343736895238105","6.1","-0.154344842182168",NA
"Daycent",3,8,"3_8",NA,NA,NA,"3.6","7.4836458","0.107907398686389","-124.4908684","-0.463056442857122","10.9","0.267945013683725","0.267945013683725"
"Daycent",4,3,"4_3",NA,NA,NA,"1.1","9.3210349","-0.0210101922824112","-39.2065313","-0.345346890476198","8.1","0.0869115343917238","0.0869115343917238"
"Daycent",4,41,"4_41",NA,NA,NA,"-0.9","8.6406119","-0.0470087706075753","-59.2714951","0.204614166666681","5.9","-0.087510279146119","-0.087510279146119"
"Daycent",4,42,"4_42",NA,NA,NA,"-1","8.4661911","-0.0528799505747329","-60.1623944","0.16120730476192","5.8","-0.0974068345192215","-0.0974068345192215"
"Daycent",4,43,"4_43",NA,NA,NA,"-1.1","8.2846749","-0.0588924612479666","-61.0489621","0.115056528571444","5.7","-0.108433851486925","-0.108433851486925"
"Daycent",4,44,"4_44",NA,NA,NA,"-1.2","8.0992896","-0.0647545839080638","-61.9489974","0.0711454809523966","5.6","-0.124607454843974","-0.124607454843974"
"Daycent",4,51,"4_51",NA,NA,NA,"-0.800000000000001","8.7030592","-0.0635019261083937","-67.8218221","-0.161914847619032","5.3","-0.307988761174942","-0.307988761174942"
"Daycent",4,52,"4_52",NA,NA,NA,"-0.5","8.7342646","-0.0554784349753897","-64.5658768","-0.0990740666666494","6","-0.254693315088463","-0.254693315088463"
"Daycent",4,53,"4_53",NA,NA,NA,"-0.9","8.7197394","-0.044759431198709","-58.8232847","0.220887533333349","5.9","-0.0824976537128067","-0.0824976537128067"
"Daycent",4,54,"4_54",NA,NA,NA,"0.9","6.7695377","-0.0649705952381158","-145.9836625","-0.104584014285698","7.9","-0.220118675424168","-0.220118675424168"
"Daycent",4,55,"4_55",NA,NA,NA,"1.3","6.7267786","-0.0627986389162757","-142.1845768","-0.0817572380952241","8.4","-0.208078365261785","-0.208078365261785"
"Daycent",4,56,"4_56",NA,NA,NA,"1.8","6.6878965","-0.0579474615763736","-138.0450654","-0.107378466666651","9","-0.191106973180044","-0.191106973180044"
"Daycent",4,7,"4_7",NA,NA,NA,"-0.799999999999999","8.5470448","-0.0318483755336853","-58.3061121","0.324490385714305","6.2","-0.036417077175695",NA
"Daycent",4,8,"4_8",NA,NA,NA,"3.7","7.5741846","0.0113122413793479","-121.5157062","-0.397664723809512","11","-0.026430487137175","-0.026430487137175"
"Daycent",5,3,"5_3",NA,NA,NA,"0.9","9.4939924","0.0635995776683302","-41.2531538","-1.47499003333334","7.9","-0.13284420361237","-0.13284420361237"
"Daycent",5,41,"5_41",NA,NA,NA,"-0.800000000000001","8.7112843","0.0620112060755104","-60.0398824","-0.356974552380936","6","-0.272665761722379","-0.272665761722379"
"Daycent",5,42,"5_42",NA,NA,NA,"-0.9","8.5340907","0.0521615735631965","-60.9552206","-0.399567285714269","5.9","-0.288881583652679","-0.288881583652679"
"Daycent",5,43,"5_43",NA,NA,NA,"-1","8.3515661","0.0422375998357759","-61.8690938","-0.443538742857127","5.8","-0.3039996278052","-0.3039996278052"
"Daycent",5,44,"5_44",NA,NA,NA,"-1.1","8.1581879","0.030261167323462","-62.8091586","-0.475657557142842","5.7","-0.311970304688974","-0.311970304688974"
"Daycent",5,51,"5_51",NA,NA,NA,"-0.800000000000001","8.7015681","0.0199173725779797","-68.9185995","-0.656319657142842","5.3","-0.538819901477881","-0.538819901477881"
"Daycent",5,52,"5_52",NA,NA,NA,"-0.5","8.7554406","0.0401415430213265","-65.4949642","-0.595740299999983","6","-0.469212621784401","-0.469212621784401"
"Daycent",5,53,"5_53",NA,NA,NA,"-0.800000000000001","8.7961045","0.0664128481116344","-59.5677916","-0.336306352380935","6","-0.262432833424624","-0.262432833424624"
"Daycent",5,54,"5_54",NA,NA,NA,"0.9","6.8391722","0.00130419671590962","-147.9506258","-0.907988342857145","7.9","-0.456397197591744","-0.456397197591744"
"Daycent",5,55,"5_55",NA,NA,NA,"1.4","6.8069739","0.0094797195402111","-143.9993817","-0.964580285714291","8.5","-0.424641762452178","-0.424641762452178"
"Daycent",5,56,"5_56",NA,NA,NA,"1.8","6.7834461","0.0170794405582731","-139.6378227","-1.03911645238096","9","-0.391849695311149","-0.391849695311149"
"Daycent",5,7,"5_7",NA,NA,NA,"-0.799999999999999","8.6811049","0.0764404696223085","-59.2134667","-0.250754323809504","6.2","-0.252215132275213",NA
"Daycent",5,8,"5_8",NA,NA,NA,"3.6","7.8648171","0.123332927586235","-124.3779195","-1.43482306190477","10.9","0.0515992556104211","0.0515992556104211"
